book_id,title,authors,average_rating,ratings_count,original_publication_year,language_code
1696,"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,3.92,77454,2006.0,en-US
1697,Captivating: Unveiling the Mystery of a Woman's Soul,"John Eldredge, Stasi Eldredge",3.93,30395,2004.0,en-US
1698,The Dark Tower: The Gunslinger Born,"Peter David, Robin Furth, Jae Lee, Richard Isanove, Stephen King",4.18,60746,2007.0,eng
1699,The Lake House,Kate Morton,4.04,46348,2015.0,eng
1700,A Tale for the Time Being,Ruth Ozeki,3.98,51580,2013.0,eng
1702,"Rule (Marked Men, #1)","Jay Crownover, Charlotte Connan de vries",4.16,79077,2012.0,eng
1703,"South of the Border, West of the Sun","Haruki Murakami, Philip Gabriel",3.87,47812,1992.0,eng
1704,Mother Night,Kurt Vonnegut Jr.,4.21,52249,1961.0,en-US
1705,Influence: The Psychology of Persuasion,Robert B. Cialdini,4.18,45874,1984.0,eng
1707,Harriet the Spy (Harriet the Spy #1),Louise Fitzhugh,3.96,77575,1964.0,eng
1708,The Paying Guests,Sarah Waters,3.39,44839,2014.0,en-US
1709,"Forever Odd (Odd Thomas, #2)",Dean Koontz,3.96,54958,2005.0,en-US
1710,At Home: A Short History of Private Life,Bill Bryson,3.96,55296,2010.0,eng
1712,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,3.91,59317,2005.0,eng
1714,The Kitchen God's Wife,Amy Tan,3.98,58836,1991.0,en-US
1715,Let the Right One In,John Ajvide Lindqvist,4.07,52518,2004.0,eng
1716,"The Rise of Nine (Lorien Legacies, #3)",Pittacus Lore,4.2,70196,2012.0,eng
1717,Essential Tales and Poems,"Edgar Allan Poe, Benjamin F. Fisher",4.35,59354,1849.0,en-US
1718,"The Second Summer of the Sisterhood (Sisterhood, #2)",Ann Brashares,3.78,67357,2003.0,en-US
1719,Phantoms,Dean Koontz,3.93,56287,1983.0,en-US
1720,Amy & Roger's Epic Detour,Morgan Matson,4.05,65273,2010.0,eng
1721,My Utmost for His Highest,Oswald Chambers,4.39,47720,1926.0,eng
1722,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett,4.25,63635,2003.0,eng
1723,"Written in My Own Heart's Blood (Outlander, #8)",Diana Gabaldon,4.5,46663,2014.0,eng
1724,Nightshade (Nightshade #1; Nightshade World #4),Andrea Cremer,4.03,69534,2010.0,eng
1725,Alice's Adventures in Wonderland,"Lewis Carroll, John Tenniel",3.99,30426,1865.0,eng
1726,"Dragon Rider (Dragon Rider, #1)",Cornelia Funke,3.94,61387,1997.0,eng
1727,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",Douglas Adams,4.05,59276,1988.0,en-US
1728,Uprooted,Naomi Novik,4.13,61454,2015.0,eng
1729,Seveneves,Neal Stephenson,3.98,44612,2015.0,eng
1730,Armada,Ernest Cline,3.49,49958,2015.0,en-GB
1731,"The Desert Spear (Demon Cycle, #2)",Peter V. Brett,4.24,53143,2010.0,eng
1732,The Man in the Brown Suit,Agatha Christie,3.97,56053,1924.0,eng
1733,The Summons,John Grisham,3.68,53304,2002.0,eng
1734,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,4.36,50142,1959.0,eng
1735,"Size 12 Is Not Fat (Heather Wells, #1)",Meg Cabot,3.75,66089,2005.0,en-US
1736,Dark Matter,Blake Crouch,4.11,63814,2016.0,eng
1737,"Glass Sword (Red Queen, #2)",Victoria Aveyard,3.95,78405,2016.0,eng
1738,When You Reach Me,Rebecca Stead,4.08,64430,2009.0,en-US
1739,The Bonfire of the Vanities,Tom Wolfe,3.81,52062,1987.0,eng
1740,In the Unlikely Event,Judy Blume,3.51,40885,2015.0,eng
1741,"Death on the Nile (Hercule Poirot, #17)",Agatha Christie,4.06,64949,1937.0,eng
1742,"Shiloh (Shiloh, #1)",Phyllis Reynolds Naylor,3.91,59585,1991.0,eng
1743,"Siege and Storm (Shadow and Bone, #2)",Leigh Bardugo,4.08,78658,2013.0,eng
1744,"The Redbreast (Harry Hole, #3)","Jo Nesbø, Don Bartlett",3.94,49999,2000.0,eng
1745,"Leviathan (Leviathan, #1)",Scott Westerfeld,3.91,69065,2009.0,en-US
1746,Hide and Seek,James Patterson,4.1,53038,1995.0,en-US
1747,The Love Dare,"Stephen Kendrick, Alex Kendrick",4.37,41908,2008.0,en-US
1748,Goodnight Nobody,Jennifer Weiner,3.64,51748,2005.0,en-US
1749,The Death and Life of Charlie St. Cloud,Ben Sherwood,4.01,46361,2004.0,eng
1750,How to Stop Worrying and Start Living,Dale Carnegie,4.08,46797,1944.0,en-GB
1751,"Born in Fire (Born In Trilogy, #1)",Nora Roberts,4.21,56901,1994.0,en-US
1752,Animal Dreams,Barbara Kingsolver,4.05,51007,1990.0,eng
1753,"Reason to Breathe (Breathing, #1)",Rebecca Donovan,4.23,68676,2011.0,eng
1754,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,4.57,55518,2009.0,eng
1755,"If Tomorrow Comes (Tracy Whitney Series, #1)",Sidney Sheldon,4.01,44722,1985.0,eng
1756,M.C. Escher: The Graphic Work,"M.C. Escher, Bruce Brooks Pfeiffer",3.93,50047,1956.0,eng
1757,Pope Joan,Donna Woolfolk Cross,4.06,51385,1996.0,eng
1758,Birdsong,Sebastian Faulks,4.07,49930,1993.0,eng
1759,"Faith of the Fallen (Sword of Truth, #6)",Terry Goodkind,4.11,53676,2000.0,en-US
1760,"Keys to the Demon Prison (Fablehaven, #5)",Brandon Mull,4.42,58481,2010.0,eng
1761,Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,3.85,48816,2011.0,eng
1762,While I Was Gone,Sue Miller,3.67,52244,1998.0,eng
1763,"4th of July (Women's Murder Club, #4)","James Patterson, Maxine Paetro",4.04,55637,2005.0,eng
1764,"The Time Paradox (Artemis Fowl, #6)",Eoin Colfer,4.07,61987,2008.0,en-US
1766,"Bitterblue (Graceling Realm, #3)",Kristin Cashore,4.01,74479,2012.0,eng
1767,The Sky Is Everywhere,Jandy Nelson,4.04,61937,2010.0,eng
1768,"Wyrd Sisters (Discworld, #6; Witches #2)",Terry Pratchett,4.11,60472,1988.0,eng
1769,"Real (Real, #1)",Katy Evans,4.21,83000,2013.0,eng
1770,NOS4A2,Joe Hill,4.06,50181,2013.0,eng
1771,The Tenant of Wildfell Hall,"Anne Brontë, Stevie Davies",3.91,59408,1848.0,eng
1772,"The Black Stallion (The Black Stallion, #1)","Walter Farley, Keith Ward",4.18,60720,1941.0,eng
1773,"Reckless (Thoughtless, #3)",S.C. Stephens,4.42,69657,2013.0,en-US
1774,"The Grim Grotto (A Series of Unfortunate Events, #11)","Lemony Snicket, Brett Helquist",3.99,73492,2004.0,en-US
1775,Strega Nona,Tomie dePaola,4.22,65259,1975.0,eng
1776,"Playing for Keeps (Neighbor from Hell, #1)",R.L. Mathewson,4.08,85266,2011.0,eng
1777,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,"David Bayles, Ted Orland",3.67,47688,1993.0,eng
1779,"Bitten (Women of the Otherworld, #1)",Kelley Armstrong,4.06,71988,2001.0,eng
1780,"Born at Midnight (Shadow Falls, #1)",C.C. Hunter,4.13,68084,2011.0,en-US
1781,Don't Let the Pigeon Drive the Bus!,Mo Willems,4.29,59698,2003.0,eng
1782,"The Dream Thieves (The Raven Cycle, #2)",Maggie Stiefvater,4.27,75637,2013.0,eng
1783,The Portrait of a Lady,"Henry James, Patricia Crick",3.76,55019,1881.0,eng
1785,The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,4.02,64690,1892.0,eng
1786,Before the Fall,Noah Hawley,3.76,48807,2016.0,eng
1787,هيبتا,محمد صادق,3.82,42978,2014.0,ara
1788,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,4.63,48280,1995.0,eng
1789,Dreamland,Sarah Dessen,3.91,64082,2000.0,eng
1790,The Art Forger,B.A. Shapiro,3.69,47873,2012.0,en-US
1791,"Austenland (Austenland, #1)",Shannon Hale,3.54,66400,2007.0,en-US
1792,Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.28,46716,2006.0,eng
1793,One Night at the Call Center,Chetan Bhagat,2.47,40718,2005.0,eng
1794,At the Water's Edge,Sara Gruen,3.65,44956,2015.0,eng
1795,The Running Man,"Richard Bachman, Stephen King",3.8,62268,1982.0,eng
1796,"Gilead (Gilead, #1)",Marilynne Robinson,3.84,54081,2004.0,en-US
1797,The Crying of Lot 49,Thomas Pynchon,3.7,48692,1966.0,en-US
1798,"Edge of Eternity (The Century Trilogy, #3)",Ken Follett,4.04,21459,2014.0,eng
1799,"Demonglass (Hex Hall, #2)",Rachel Hawkins,4.13,74589,2011.0,en-US
1800,Ubik,"Philip K. Dick, David Alabort, Manuel Espín",4.1,48256,1969.0,spa
1801,"The Sword of Shannara (The Original Shannara Trilogy, #1)",Terry Brooks,3.76,58967,1977.0,eng
1802,"Hannibal (Hannibal Lecter, #3)",Thomas Harris,3.72,57569,1999.0,eng
1803,"The Awakening / The Struggle (The Vampire Diaries, #1-2)",L.J. Smith,3.67,68651,2007.0,en-US
1804,Three Wishes,Liane Moriarty,3.76,40569,2003.0,en-US
1805,"Night World, No. 3 (Night World, #7-9)",L.J. Smith,4.2,58232,2009.0,en-US
1806,Fall on Your Knees,Ann-Marie MacDonald,3.95,50446,1996.0,eng
1807,The Scorpio Races,Maggie Stiefvater,4.08,70335,2011.0,eng
1808,"Morning Star (Red Rising, #3)",Pierce Brown,4.5,47736,2016.0,eng
1809,"Mossflower (Redwall, #2)",Brian Jacques,4.09,56860,1988.0,en-US
1810,Furiously Happy: A Funny Book About Horrible Things,Jenny  Lawson,3.93,59743,2015.0,eng
1811,"Visions of Sugar Plums (Stephanie Plum, #8.5)",Janet Evanovich,3.68,62726,2002.0,en-US
1812,"Magician: Master (The Riftwar Saga, #2)",Raymond E. Feist,4.25,53878,1982.0,en-US
1813,"On the Island (On the Island, #1)",Tracey Garvis-Graves,4.13,28651,2011.0,eng
1814,Left Neglected,Lisa Genova,3.95,52095,2011.0,eng
1815,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,"Miep Gies, Alison Leslie Gold",4.26,50412,1987.0,eng
1816,Redshirts,John Scalzi,3.84,53746,2012.0,en-US
1817,"Sahara (Dirk Pitt, #11)",Clive Cussler,3.95,47054,1992.0,spa
1818,"One Foot in the Grave (Night Huntress, #2)",Jeaniene Frost,4.31,76368,2008.0,eng
1819,The Last Anniversary,Liane Moriarty,3.72,35325,2006.0,eng
1820,"Hunger (Gone, #2)",Michael  Grant,4.02,60519,2009.0,eng
1821,"Fearless Fourteen (Stephanie Plum, #14)",Janet Evanovich,4.02,70806,2008.0,en-US
1822,"Revolution 2020: Love, Corruption, Ambition",Chetan Bhagat,3.07,42845,2011.0,eng
1823,"A Bear Called Paddington (Paddington, #1)","Michael Bond, Peggy Fortnum",4.21,62590,1958.0,eng
1824,"Flawless (Pretty Little Liars, #2)",Sara Shepard,3.96,59403,2007.0,en-US
1825,"Ramona Quimby, Age 8 (Ramona, #6)",Beverly Cleary,4.08,58135,1981.0,eng
1827,"The Hostile Hospital (A Series of Unfortunate Events, #8)","Lemony Snicket, Brett Helquist",3.95,66327,2001.0,en-GB
1828,"InuYasha: Turning Back Time (InuYasha, #1)",Rumiko Takahashi,4.26,45993,1997.0,eng
1829,The Omen,David Seltzer,3.99,49935,1976.0,en-US
1830,"Blue Moon (The Immortals, #2)",Alyson Noel,3.61,74367,2009.0,eng
1831,"The Innocent (Will Robie, #1)",David Baldacci,4.1,46216,2012.0,en-US
1832,"Child 44 (Leo Demidov, #1)",Tom Rob Smith,4.08,46734,2008.0,eng
1833,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",Nancy E. Turner,4.35,44669,1998.0,eng
1834,The Hypnotist's Love Story,Liane Moriarty,3.69,34107,2011.0,en-CA
1835,"The Devil and Miss Prym (On the Seventh Day, #3)","Paulo Coelho, Amanda Hopkinson, Nick Caistor",3.59,42286,2000.0,eng
1836,The Kissing Hand,"Audrey Penn, Ruth E. Harper, Nancy M. Leak",4.41,51219,1993.0,en-GB
1837,"Shift (Silo, #2)",Hugh Howey,4.12,46518,2013.0,en-US
1838,"Worth Dying For (Jack Reacher, #15)",Lee Child,4.2,47296,2010.0,eng
1839,Look Me in the Eye: My Life with Asperger's,John Elder Robison,3.91,48189,2007.0,en-US
1840,Fantasy Lover (Dark-Hunterverse #1),Sherrilyn Kenyon,4.17,70274,2002.0,eng
1841,Sundays at Tiffany's,"James Patterson, Gabrielle Charbonnet",3.74,51720,2008.0,eng
1842,Perfect Match,Jodi Picoult,3.93,52168,2002.0,eng
1843,Prep,Curtis Sittenfeld,3.36,50598,2005.0,eng
1844,Scar Tissue,"Anthony Kiedis, Larry Sloman",4.1,45203,2004.0,eng
1845,Alias Grace,"Margaret Atwood, Brigitte Walitzek",3.97,51511,1996.0,ger
1846,"Captivated by You (Crossfire, #4)",Sylvia Day,4.06,57831,2014.0,eng
1847,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,4.14,44569,1977.0,eng
1848,"Soulless (Parasol Protectorate, #1)",Gail Carriger,3.91,73051,2009.0,eng
1849,"Just One Day (Just One Day, #1)",Gayle Forman,4.02,47674,2013.0,eng
1850,"Wake (Wake, #1)",Lisa McMann,3.75,69046,2008.0,eng
1851,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,4.29,48117,2010.0,eng
1852,"Glass (Crank, #2)",Ellen Hopkins,4.28,51726,2007.0,eng
1853,Memories of My Melancholy Whores,"Gabriel García Márquez, Edith Grossman",3.59,33534,2004.0,eng
1854,"Only Time Will Tell (The Clifton Chronicles, #1)",Jeffrey Archer,4.04,41187,2011.0,eng
1855,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,Deepak Chopra,4.07,41427,2013.0,en-US
1856,Magical Thinking: True Stories,Augusten Burroughs,3.96,45554,2004.0,en-US
1857,"In the Hand of the Goddess (Song of the Lioness, #2)",Tamora Pierce,4.25,66382,1984.0,eng
1860,"Ruby Red (Precious Stone Trilogy, #1)","Kerstin Gier, Anthea Bell",4.12,62978,2009.0,en-US
1861,"Shadowland (The Immortals, #3)",Alyson Noel,3.66,68104,2009.0,eng
1862,Heir to the Empire (Star Wars: The Thrawn Trilogy #1),Timothy Zahn,4.12,50300,1991.0,eng
1863,"Lioness Rampant (Song of the Lioness, #4)",Tamora Pierce,4.28,65027,1988.0,en-US
1864,"Outbreak (Dr. Marissa Blumenthal, #1)",Robin Cook,3.96,48357,1987.0,eng
1865,You Can Heal Your Life,Louise L. Hay,4.14,44445,1984.0,eng
1867,"The Hangman's Daughter (The Hangman's Daughter, #1)","Oliver Pötzsch, Lee Chadeayne",3.71,49994,2008.0,eng
1868,I Am Legend,Richard Matheson,4.07,46845,1954.0,eng
1869,"Dealing with Dragons (Enchanted Forest Chronicles, #1)","Patricia C. Wrede, Peter de Sève",4.14,67663,1990.0,en-US
1870,"Running Blind (Jack Reacher, #4)",Lee Child,4.08,44681,2000.0,en-US
1871,"Rules of Prey (Lucas Davenport, #1)",John Sandford,4.13,52416,1989.0,en-US
1872,"Ashes to Ashes (Kovac and Liska, #1)",Tami Hoag,4.03,49139,1999.0,eng
1873,The Yiddish Policemen's Union,Michael Chabon,3.69,46854,2007.0,eng
1874,The Aviator's Wife,Melanie Benjamin,3.87,48191,2013.0,en-US
1875,A Bad Case of Stripes,David Shannon,4.24,51764,1998.0,eng
1876,"The Affair (Jack Reacher, #16)",Lee Child,4.11,43992,2011.0,eng
1877,The Elements of Style,"William Strunk Jr., E.B. White",4.19,46041,1918.0,en-US
1878,The Turn of the Screw,Henry James,3.45,53644,1898.0,eng
1879,Best Friends Forever,Jennifer Weiner,3.48,50738,2009.0,eng
1880,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",R.A. Salvatore,4.27,49095,1990.0,eng
1881,The Mote in God's Eye,"Larry Niven, Jerry Pournelle",4.06,48131,1974.0,eng
1882,"The Snowman (Harry Hole, #7)","Jo Nesbø, Don Bartlett",4.04,47533,2007.0,eng
1883,Stoner,"John  Williams, John McGahern",4.28,42869,1965.0,eng
1884,Wicked: The Grimmerie,"David Cote, Stephen Schwartz, Joan Marcus, Winnie Holzman",4.17,47207,2005.0,en-US
1885,As You Like It,William Shakespeare,3.83,56395,1599.0,eng
1886,"Preacher, Volume 1: Gone to Texas","Garth Ennis, Steve Dillon, Joe R. Lansdale",4.16,51267,1996.0,eng
1887,Cyrano de Bergerac,"Edmond Rostand, Eteel Lawson, Lowell Bair",4.05,54607,1897.0,eng
1888,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",Anne Fadiman,4.14,47785,1997.0,en-US
1889,"Bone Crossed (Mercy Thompson, #4)",Patricia Briggs,4.34,69516,2009.0,en-GB
1890,"The Indigo Spell (Bloodlines, #3)",Richelle Mead,4.41,73056,2013.0,eng
1891,"Dreamfever (Fever, #4)",Karen Marie Moning,4.43,68816,2009.0,en-US
1892,Case Histories (Jackson Brodie #1),Kate Atkinson,3.82,54908,2004.0,eng
1893,"Release Me (Stark Trilogy, #1)",J. Kenner,4.14,61211,2013.0,eng
1894,Wedding Night,Sophie Kinsella,3.4,32084,2013.0,eng
1895,The Doll's House (The Sandman #2),"Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker",4.44,54420,1990.0,eng
1896,"Pollyanna (Pollyanna, #1)",Eleanor H. Porter,3.95,56529,1912.0,eng
1897,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.08,46847,1997.0,eng
1898,"Dust (Silo, #3)",Hugh Howey,4.26,33132,2013.0,eng
1899,Lone Wolf,Jodi Picoult,3.67,33504,2012.0,eng
1900,Nightmares and Dreamscapes,Stephen King,3.9,54401,1993.0,eng
1901,"Shadowfever (Fever, #5)",Karen Marie Moning,4.46,73030,2011.0,en-US
1902,The Associate,John Grisham,3.64,48838,2009.0,en-US
1903,"Son (The Giver, #4)",Lois Lowry,3.98,54620,2012.0,eng
1904,The Sandman: Overture,"Neil Gaiman, J.H. Williams III, Dave Stewart, Todd Klein",3.94,52973,2015.0,en-US
1905,"Blood Song (Raven's Shadow, #1)",Anthony  Ryan,4.47,44014,2011.0,eng
1906,"Rules of Attraction (Perfect Chemistry, #2)",Simone Elkeles,4.22,68270,2010.0,en-US
1907,The Merry Adventures of Robin Hood,Howard Pyle,4.05,48879,1883.0,eng
1908,Less Than Zero,Bret Easton Ellis,3.58,45978,1985.0,eng
1909,Someone Knows My Name,Lawrence Hill,4.44,22146,2007.0,eng
1910,The Arabian Nights,"Anonymous, Richard Francis Burton, A.S. Byatt",4.06,46656,800.0,eng
1911,"Faithful Place (Dublin Murder Squad, #3)",Tana French,3.97,55355,2010.0,eng
1912,Euphoria,Lily King,3.84,41606,2014.0,eng
1913,"Rachel's Holiday (Walsh Family, #2)",Marian Keyes,3.93,48663,1997.0,eng
1914,The Caves of Steel (Robot #1),Isaac Asimov,4.14,51059,1954.0,eng
1915,"Dance Dance Dance (The Rat, #4)",Haruki Murakami,4.03,41161,1988.0,eng
1916,"The Mouse and the Motorcycle (Ralph S. Mouse, #1)","Beverly Cleary, Louis Darling, Tracy Dockray",3.9,61754,1965.0,en-US
1917,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",Carrie Ryan,3.59,64093,2009.0,eng
1918,"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",Terry Brooks,3.96,51161,1982.0,eng
1919,"Dash & Lily's Book of Dares (Dash & Lily, #1)","Rachel Cohn, David Levithan",3.82,54920,2010.0,eng
1920,The Luminaries,Eleanor Catton,3.7,40727,2013.0,eng
1921,If You Give a Moose a Muffin,"Laura Joffe Numeroff, Felicia Bond",4.17,48830,1991.0,en-US
1922,Velocity,Dean Koontz,3.85,48755,2005.0,eng
1923,Barrel Fever: Stories and Essays,David Sedaris,3.78,44679,1994.0,en-US
1924,"Reaper Man (Discworld, #11; Death, #2)",Terry Pratchett,4.27,52845,1991.0,eng
1925,"Piercing the Darkness (Darkness, #2)",Frank E. Peretti,4.3,44595,1989.0,eng
1926,Made to Stick: Why Some Ideas Survive and Others Die,"Chip Heath, Dan Heath",3.97,46736,2006.0,en-US
1927,Alive: The Story of the Andes Survivors,Piers Paul Read,4.08,49300,1974.0,eng
1928,On Beauty,Zadie Smith,3.68,44317,2005.0,eng
1929,Battlefield of the Mind: Winning the Battle in Your Mind,Joyce Meyer,4.33,26898,1995.0,en-US
1930,"Dance Upon the Air (Three Sisters Island, #1)",Nora Roberts,4.19,50255,2001.0,eng
1931,"Castle of Wizardry (The Belgariad, #4)",David Eddings,4.16,54682,1984.0,eng
1932,"Lover Unleashed (Black Dagger Brotherhood, #9)",J.R. Ward,4.28,66871,2011.0,en-US
1933,أحببتك أكثر مما ينبغي,أثير عبدالله النشمي,3.67,31779,2010.0,ara
1934,"Heat Wave (Nikki Heat, #1)",Richard Castle,3.54,49283,2008.0,en-US
1935,Kindle Paperwhite User's Guide,Amazon,3.72,15002,2011.0,eng
1937,"Out of the Silent Planet (Space Trilogy, #1)",C.S. Lewis,3.92,49617,1938.0,eng
1939,If You Give a Pig a Pancake ,"Laura Joffe Numeroff, Felicia Bond",4.23,51385,1998.0,en-US
1940,The Wasp Factory,Iain Banks,3.85,46179,1984.0,en-US
1941,Night Film,Marisha Pessl,3.78,24865,2013.0,eng
1942,Stories I Only Tell My Friends,Rob Lowe,3.77,47323,2011.0,en-US
1943,Crazy Rich Asians (Crazy Rich Asians #1),Kevin Kwan,3.7,46208,2013.0,eng
1944,"Rebel Angels (Gemma Doyle, #2)",Libba Bray,3.98,81420,2005.0,eng
1945,"Bloodfever (Fever, #2)",Karen Marie Moning,4.3,69032,2007.0,eng
1946,"Faefever (Fever, #3)",Karen Marie Moning,4.34,68452,2008.0,en-US
1947,My Sister's Grave (Tracy Crosswhite #1),Robert Dugoni,4.0,31029,2014.0,eng
1948,"Library of Souls (Miss Peregrine's Peculiar Children, #3)",Ransom Riggs,4.15,58435,2015.0,eng
1949,Howards End,E.M. Forster,3.95,52006,1910.0,eng
1950,"Hellboy, Vol. 1: Seed of Destruction (Hellboy, #1)","Mike Mignola, John Byrne",4.11,48485,1994.0,eng
1951,"The Evolution of Mara Dyer (Mara Dyer, #2)",Michelle Hodkin,4.33,45919,2012.0,eng
1952,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Rick Riordan,4.26,78157,2015.0,eng
1953,"The Man in the Iron Mask (The D'Artagnan Romances, #3.3)","Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel",3.97,51856,1850.0,eng
1954,The Haunting of Hill House,"Shirley Jackson, Laura   Miller",3.89,55367,1959.0,eng
1955,The Rum Diary,Hunter S. Thompson,3.83,39300,1998.0,eng
1956,"Little Town on the Prairie  (Little House, #7)","Laura Ingalls Wilder, Garth Williams",4.18,63615,1941.0,en-GB
1957,I Capture the Castle,Dodie Smith,4.0,56444,1948.0,eng
1958,"Destined (House of Night, #9)","P.C. Cast, Kristin Cast",4.04,56737,2011.0,eng
1959,"Finger Lickin' Fifteen (Stephanie Plum, #15)",Janet Evanovich,3.98,65904,2009.0,en-US
1960,Women,Charles Bukowski,3.89,41866,1978.0,eng
1961,"North and South (North and South, #1)",John Jakes,4.19,49016,1982.0,en-US
1962,"Silver Borne (Mercy Thompson, #5)",Patricia Briggs,4.38,71830,2010.0,en-US
1963,"The Bourne Ultimatum (Jason Bourne, #3)",Robert Ludlum,4.04,47682,1990.0,eng
1964,"Fool's Errand (Tawny Man, #1)",Robin Hobb,4.29,50758,2001.0,eng
1965,"The Young Elites (The Young Elites, #1)",Marie Lu,3.93,60930,2014.0,eng
1966,"Jewels of the Sun (Gallaghers of Ardmore, #1)",Nora Roberts,4.22,50630,1999.0,en-US
1967,Meditations,"Marcus Aurelius, Martin Hammond, Diskin Clay",4.2,43876,180.0,eng
1968,"Peter and the Starcatchers (Peter and the Starcatchers, #1)","Dave Barry, Ridley Pearson, Greg Call",4.01,57575,2004.0,eng
1969,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.92,44238,2004.0,en-GB
1970,Possession,A.S. Byatt,3.88,56064,1990.0,eng
1971,"Revelations (Blue Bloods, #3)",Melissa de la Cruz,3.89,66170,2008.0,en-US
1972,"Without Remorse (Jack Ryan Universe, #1)",Tom Clancy,4.16,47148,1993.0,en-US
1974,Ghost Story,Peter Straub,3.95,53017,1979.0,en-US
1975,"The Penultimate Peril (A Series of Unfortunate Events, #12)","Lemony Snicket, Brett Helquist",4.02,67482,2005.0,en-US
1976,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,Bill Bryson,3.89,44610,1998.0,en-US
1977,"The End (A Series of Unfortunate Events, #13)","Lemony Snicket, Brett Helquist",3.99,67018,2006.0,en-US
1978,The Liars' Club,Mary Karr,3.92,45153,1995.0,eng
1979,"Dead Ever After (Sookie Stackhouse, #13)",Charlaine Harris,3.39,49926,2013.0,eng
1980,The Illustrated Man,Ray Bradbury,4.13,49551,1951.0,eng
1981,"Naked (The Blackstone Affair, #1)",Raine Miller,4.02,64223,2010.0,eng
1982,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,3.62,45353,2014.0,eng
1983,"Breathe (Sea Breeze, #1)",Abbi Glines,3.88,69350,2011.0,eng
1984,The Runaway Bunny,"Margaret Wise Brown, Clement Hurd",4.14,52974,1942.0,en-US
1985,The Grand Design,"Stephen Hawking, Leonard Mlodinow",4.0,42687,2010.0,eng
1986,The Innocent Man: Murder and Injustice in a Small Town,John Grisham,3.79,43793,2006.0,eng
1987,The Bachman Books,"Richard Bachman, Stephen King",4.1,52824,1985.0,eng
1988,Zealot: The Life and Times of Jesus of Nazareth,Reza Aslan,3.82,41094,2013.0,eng
1989,"Soul of the Fire (Sword of Truth, #5)",Terry Goodkind,3.87,48632,1999.0,eng
1990,The Art of Hearing Heartbeats,"Jan-Philipp Sendker, Kevin Wiliarty",3.98,41647,2002.0,eng
1991,"Consider Phlebas (Culture, #1)",Iain M. Banks,3.85,48649,1987.0,eng
1992,The Magic of Thinking Big,David J. Schwartz,4.19,40023,1959.0,en-US
1993,"The Vampire Armand (The Vampire Chronicles, #6)",Anne Rice,3.75,54919,1998.0,en-US
1994,"Forever Too Far (Rosemary Beach, #3; Too Far, #3)",Abbi Glines,4.24,70029,2013.0,eng
1995,"A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3: Part 1 of 2)",George R.R. Martin,4.49,42072,2000.0,eng
1996,Pinocchio,"Carlo Collodi, John Boyne, Monteiro Lobato, Unknown",3.86,48961,1883.0,eng
1997,"Grave Mercy (His Fair Assassin, #1)",Robin LaFevers,3.92,70476,2012.0,eng
1999,Tropic of Cancer,Henry Miller,3.71,45518,1934.0,eng
2000,The Hour I First Believed,Wally Lamb,3.8,46475,2007.0,en-US
2001,Harry Potter: Film Wizardry,Brian Sibley,4.48,45081,2010.0,eng
2002,The Death of Ivan Ilych,"Leo Tolstoy, Aylmer Maude",4.04,46357,1886.0,eng
2003,Circling the Sun,Paula McLain,3.93,37839,2015.0,eng
2004,Travels with Charley: In Search of America,John Steinbeck,4.07,45856,1962.0,eng
2005,The Dovekeepers,Alice Hoffman,4.02,48640,2011.0,eng
2006,"The Republic of Thieves (Gentleman Bastard, #3)",Scott Lynch,4.23,45320,2013.0,eng
2007,The Thief Lord,Cornelia Funke,3.95,60780,2000.0,eng
