book_id,title,authors,average_rating,ratings_count,original_publication_year,language_code,tag_string
3273,Bleachers,John Grisham,3.46,27719,2003.0,eng,to-read historical-fiction currently-reading book-club fiction
3291,"Stone of Farewell (Memory, Sorrow, and Thorn, #2)",Tad Williams,4.09,32709,1990.0,en-US,to-read currently-reading fiction short-stories favorites
3304,Freckle Juice,Judy Blume,3.82,34579,1978.0,eng,to-read currently-reading fantasy young-adult fiction
3368,Through the Woods,Emily Carroll,3.92,32781,2014.0,eng,to-read currently-reading design ux non-fiction
3378,"Frost Burned (Mercy Thompson, #7)",Patricia Briggs,4.35,36759,2013.0,eng,to-read fiction currently-reading favorites contemporary
3379,Père Goriot,Honoré de Balzac,3.82,26070,1834.0,en-US,fiction to-read currently-reading favorites canadian
3384,"Perfection (Neighbor from Hell, #2)",R.L. Mathewson,4.16,50146,2011.0,eng,to-read fiction favorites currently-reading canadian
3388,"Absalom, Absalom!",William Faulkner,3.96,30283,1936.0,eng,to-read war greece books-i-own book-club
3412,Enduring Love,Ian McEwan,3.62,26390,1997.0,eng,to-read currently-reading historical-romance favorites fiction
3431,"Body Double (Rizzoli & Isles, #4)",Tess Gerritsen,4.16,30834,2004.0,en-US,to-read currently-reading spiritual fiction favorites
3446,When God Was a Rabbit,Sarah Winman,3.67,24660,2011.0,eng,to-read fiction currently-reading war favorites
3447,Love & Misadventure,Lang Leav,4.05,28782,2013.0,eng,to-read fiction currently-reading favorites mystery
3462,"Snuff (Discworld, #39; City Watch #8)",Terry Pratchett,4.15,30570,2011.0,en-GB,to-read nicholas-sparks romance fiction favorites
3463,"Magic Slays (Kate Daniels, #5)",Ilona Andrews,4.43,44588,2011.0,eng,to-read nicholas-sparks romance currently-reading fiction
3464,The Doors of Perception & Heaven and Hell,Aldous Huxley,3.96,24213,1956.0,eng,to-read romance fiction books-i-own currently-reading
3467,"The Black Box (Harry Bosch, #18; Harry Bosch Universe, #22)",Michael Connelly,4.09,25288,2012.0,eng,to-read currently-reading young-adult dystopian fantasy
3473,"Dark Visions (Dark Visions, #1-3)",L.J. Smith,4.19,33023,1991.0,eng,to-read owned adult owned-books currently-reading
3476,Fever Pitch,Nick Hornby,3.72,25374,1992.0,eng,to-read fiction currently-reading books-i-own oprah-s-book-club
3478,"Tricked (The Iron Druid Chronicles, #4)",Kevin Hearne,4.25,30578,2012.0,eng,to-read romance nicholas-sparks currently-reading fiction
3483,"Emperor of Thorns (The Broken Empire, #3)",Mark  Lawrence,4.27,21143,2013.0,eng,to-read fiction favorites mystery books-i-own
3507,"The Gods of Guilt (Mickey Haller, #6; Harry Bosch Universe, #23)",Michael Connelly,4.09,21903,2013.0,eng,to-read mystery janet-evanovich fiction humor
3559,"The Thousand-Dollar Tan Line (Veronica Mars, #1)","Rob Thomas, Jennifer Graham",3.99,28789,2014.0,eng,to-read currently-reading history non-fiction middle-east
3562,"Martin the Warrior (Redwall, #6)",Brian Jacques,4.13,34640,1993.0,eng,to-read classics young-adult favorites fiction
3579,I Feel Bad about My Neck: And Other Thoughts on Being a Woman,Nora Ephron,3.65,29749,2006.0,en-US,to-read children ya children-s-books childhood
3581,Gravity's Rainbow,Thomas Pynchon,4.03,24990,1973.0,eng,to-read currently-reading classics mystery favorites
3586,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,4.22,24111,2006.0,en-US,to-read classics currently-reading mystery fiction
3590,The Tin Drum,Günter Grass,3.96,25332,1959.0,eng,to-read classics mystery fiction favorites
3636,"Eragon, Eldest & Brisingr (Inheritance, #1-3)",Christopher Paolini,4.2,25623,2008.0,eng,to-read favorites children fiction classics
3648,"Wolf-Speaker (Immortals, #2)",Tamora Pierce,4.21,37448,1993.0,eng,to-read currently-reading fiction book-club books-i-own
3656,Bergdorf Blondes,Plum Sykes,3.26,23795,2004.0,en-US,to-read fiction 1001-books booker-prize ireland
3679,"Scott Pilgrim, Volume 6: Scott Pilgrim's Finest Hour",Bryan Lee O'Malley,4.41,29308,2010.0,eng,to-read currently-reading fiction favorites books-i-own
3682,"Lost in Shangri-la: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II",Mitchell Zuckoff,3.82,27776,2011.0,eng,to-read fantasy young-adult historical paranormal
3685,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,"Bill Dedman, Paul Clark Newell Jr.",3.76,22819,2013.0,eng,to-read classics currently-reading fiction favorites
3686,Remarkable Creatures ,Tracy Chevalier,3.81,29667,2009.0,eng,to-read non-fiction currently-reading nonfiction favorites
3692,Crossing to Safety,Wallace Stegner,4.16,25578,1987.0,eng,to-read classics africa favorites literature
3710,"A Kingdom of Dreams (Westmoreland, #1)",Judith McNaught,4.25,34308,1989.0,eng,to-read fiction currently-reading novels books-i-own
3711,"Ship Breaker (Ship Breaker, #1)",Paolo Bacigalupi,3.74,31911,2010.0,eng,to-read fiction currently-reading favorites contemporary
3717,The Social Contract,"Jean-Jacques Rousseau, Maurice Cranston",3.75,24397,1762.0,eng,to-read essays chuck-palahniuk books-i-own favorites
3750,"Reliquary (Pendergast, #2)","Douglas Preston, Lincoln Child",4.0,27362,1997.0,en-US,to-read fiction currently-reading james-bond thriller
3757,"The Hypnotist (Joona Linna, #1)","Lars Kepler, Ann Long",3.63,23690,2009.0,eng,to-read fiction james-bond thriller currently-reading
3758,"On a Pale Horse (Incarnations of Immortality, #1)",Piers Anthony,4.13,29492,1983.0,en-US,to-read currently-reading fiction thriller james-bond
3760,Are You Afraid of the Dark?,Sidney Sheldon,3.64,21443,1985.0,eng,to-read fiction james-bond thriller currently-reading
3762,Ten Apples Up On Top!,"Theo LeSieg, Roy McKie",4.11,28034,1961.0,eng,to-read fiction james-bond thriller currently-reading
3763,An American Tragedy,"Theodore Dreiser, Richard R. Lingeman",3.94,25665,1925.0,eng,fiction currently-reading thriller james-bond to-read
3764,The Snows of Kilimanjaro and Other Stories,Ernest Hemingway,3.88,21365,1938.0,eng,to-read fiction currently-reading thriller james-bond
3805,"The Weed That Strings the Hangman's Bag (Flavia de Luce, #2)",Alan Bradley,3.99,33519,2010.0,eng,to-read currently-reading fiction owned contemporary
3832,"Danse Macabre (Anita Blake, Vampire Hunter, #14)",Laurell K. Hamilton,3.81,36848,2006.0,eng,to-read mystery fiction currently-reading mysteries
3836,"The Magic Faraway Tree (The Faraway Tree, #2)",Enid Blyton,4.29,26364,1943.0,eng,classics fiction to-read favorites literature
3858,"Interesting Times (Discworld, #17; Rincewind #5)",Terry Pratchett,4.17,26733,1994.0,en-US,to-read travel currently-reading india non-fiction
3867,So You've Been Publicly Shamed,Jon Ronson,3.91,22484,2015.0,eng,to-read fiction favorites book-club historical-fiction
3869,Vernon God Little,D.B.C. Pierre,3.58,22284,2003.0,eng,currently-reading to-read science non-fiction nonfiction
3872,for colored girls who have considered suicide/when the rainbow is enuf,Ntozake Shange,4.27,24288,1975.0,en-US,to-read non-fiction history currently-reading nonfiction
3873,The Obsession,Nora Roberts,4.18,25318,2016.0,eng,to-read religion currently-reading history non-fiction
3876,"The Last Precinct (Kay Scarpetta, #11)",Patricia Cornwell,3.83,26250,2000.0,eng,to-read classics currently-reading fiction favorites
3882,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",Chris Guillebeau,3.85,26097,2012.0,eng,to-read cookbooks cooking currently-reading food
3885,Born a Crime: Stories From a South African Childhood,Trevor Noah,4.49,42573,2016.0,eng,to-read cookbooks cooking currently-reading cookbook
3888,North of Beautiful,Justina Chen,3.92,32034,2009.0,en-US,to-read cookbooks cooking currently-reading food
3895,Willow,Julia Hoban,3.94,28342,2009.0,en-US,to-read cookbooks cooking currently-reading food
3973,Deliverance,James Dickey,3.86,24522,1970.0,eng,to-read fantasy sf favorites currently-reading
3974,"Dragonsinger (Harper Hall, #2)",Anne McCaffrey,4.26,31874,1977.0,eng,to-read horror currently-reading historical-fiction fiction
3977,"D.Gray-man, Volume 01","Katsura Hoshino, Mayumi Kobayashi",4.21,23910,2004.0,eng,to-read science-fiction sci-fi currently-reading fiction
3980,"The Redemption of Callie & Kayden (The Coincidence, #2)",Jessica Sorensen,4.11,38452,2013.0,eng,to-read favorites fiction childrens young-adult
3985,Love Is a Mix Tape,Rob Sheffield,3.83,21971,2007.0,en-US,to-read currently-reading fiction favorites historical-fiction
4004,Homage to Catalonia,"George Orwell, Lionel Trilling",4.14,22227,1938.0,eng,to-read currently-reading fiction paulo-coelho owned
4005,Good Grief,Lolly Winston,3.72,24273,2004.0,en-US,to-read fiction currently-reading novel novels
4006,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)","George R.R. Martin, Gary Gianni",4.19,20009,2013.0,eng,to-read currently-reading fiction paulo-coelho owned
4008,"Undeniable (Undeniable, #1)",Madeline Sheehan,4.08,38501,2012.0,eng,paulo-coelho favorites 1001-books owned philosophy
4031,Island of the Sequined Love Nun,"Christopher Moore, Oliver Wyman",3.78,25166,1997.0,en-GB,to-read fiction currently-reading horror favorites
4035,The Barefoot Contessa Cookbook,"Ina Garten, Melanie Acevedo",4.21,22497,1999.0,en-GB,to-read fiction mystery currently-reading legal-thriller
4069,East,Edith Pattou,4.14,30596,2003.0,en-US,to-read currently-reading non-fiction psychology philosophy
4076,"Fragile Eternity (Wicked Lovely, #3)",Melissa Marr,3.83,37303,2009.0,en-US,to-read business currently-reading non-fiction business-books
4099,The Heroin Diaries: A Year In The Life Of A Shattered Rock Star,Nikki Sixx,4.12,20531,2005.0,en-GB,to-read currently-reading programming computer-science non-fiction
4122,Once We Were Brothers,Ronald H. Balson,4.28,13856,2010.0,en-GB,to-read business currently-reading non-fiction leadership
4135,"The Retribution of Mara Dyer (Mara Dyer, #3)",Michelle Hodkin,4.14,35910,2014.0,eng,to-read humor non-fiction currently-reading nonfiction
4137,A Wolf at the Table,Augusten Burroughs,3.7,22175,2008.0,eng,to-read humor non-fiction favorites memoir
4138,"Seventh Son (Tales of Alvin Maker, #1)",Orson Scott Card,3.86,26621,1987.0,eng,to-read humor currently-reading non-fiction memoir
4143,On the Fence,Kasie West,4.04,30934,2014.0,eng,to-read humor currently-reading non-fiction essays
4214,A Single Shard,Linda Sue Park,3.87,27345,2001.0,eng,to-read fantasy book-club currently-reading adventure
4261,"Moo, Baa, La La La!",Sandra Boynton,4.19,26065,1982.0,eng,to-read music non-fiction currently-reading rory-gilmore-reading-challenge
4264,ذاكرة الجسد,"أحلام مستغانمي, Ahlam Mosteghanemi",3.87,17717,1993.0,ara,to-read currently-reading fiction sports non-fiction
4268,Pompeii,Robert   Harris,3.79,22734,2003.0,eng,fiction to-read contemporary humor books-i-own
4325,"The Walking Dead, Vol. 03: Safety Behind Bars","Robert Kirkman, Charlie Adlard",4.31,23167,2005.0,eng,to-read favorites ya young-adult books-i-own
4339,"Tiger's Quest (The Tiger Saga, #2)",Colleen Houck,4.34,28303,2011.0,en-US,to-read currently-reading non-fiction history war
4364,The Success Principles: How to Get from Where You Are to Where You Want to Be,"Jack Canfield, Janet Switzer",4.26,19634,2004.0,en-US,to-read india non-fiction travel nonfiction
4373,"Crashed (Driven, #3)",K. Bromberg,4.56,32520,2014.0,eng,to-read non-fiction currently-reading memoir history
4381,The Sun Is Also a Star,Nicola Yoon,4.14,42363,2016.0,eng,to-read classics currently-reading favorites fiction
4395,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,Clarissa Pinkola Estés,4.15,21127,1992.0,eng,to-read classics fiction favorites classic
4406,"Welcome to Temptation (Dempseys, #1)",Jennifer Crusie,3.94,27123,1996.0,eng,to-read classics fiction currently-reading classic
4407,Inside Out & Back Again,Thanhha Lai,4.09,22972,2011.0,eng,fantasy favorites to-read fiction urban-fantasy
4473,Brick Lane,Monica Ali,3.38,21002,2003.0,eng,to-read fiction favorites currently-reading classics
4477,A Universe from Nothing: Why There Is Something Rather Than Nothing,"Lawrence M. Krauss, Richard Dawkins",3.92,17204,2012.0,eng,currently-reading non-fiction nonfiction medical to-read
4507,"Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)","Brian K. Vaughan, Pia Guerra, José Marzán Jr.",4.27,24606,2004.0,eng,to-read non-fiction currently-reading memoir memoirs
4516,The Strange Library,"Haruki Murakami, Ted Goossen",3.55,18806,2005.0,en-GB,to-read favorites currently-reading young-adult horror
4530,"Debt of Bones (Sword of Truth, #0.5)",Terry Goodkind,3.85,23279,1998.0,eng,to-read chick-lit fiction currently-reading chicklit
4538,The Swan Thieves,Elizabeth Kostova,3.53,23399,2010.0,eng,to-read young-adult fiction newbery favorites
4588,"First King of Shannara (The Original Shannara Trilogy, #0)",Terry Brooks,3.94,22623,1996.0,eng,favorites to-read fiction book-club books-i-own
4591,أنت لي,منى المرشود,4.03,15108,2007.0,ara,to-read science currently-reading non-fiction biology
4599,"The Crimson Crown (Seven Realms, #4)",Cinda Williams Chima,4.48,27279,2012.0,eng,to-read fiction currently-reading historical-fiction favorites
4625,"Twenty-Eight and a Half Wishes (Rose Gardner Mystery, #1)",Denise Grover Swank,3.9,11006,2011.0,eng,to-read short-stories fiction classics favorites
4630,"Bare Bones (Temperance Brennan, #6)",Kathy Reichs,3.95,26419,2003.0,en-US,to-read fiction currently-reading classics rory-gilmore-reading-challenge
4631,Beautiful Day,Elin Hilderbrand,3.75,19563,2013.0,en-US,to-read travel hemingway american currently-reading
4633,"Dexter in the Dark (Dexter, #3)",Jeff Lindsay,3.49,22484,2006.0,en-US,to-read currently-reading fiction classics favorites
4645,"Eight Cousins (Eight Cousins, #1)",Louisa May Alcott,4.02,27612,1874.0,eng,to-read fiction currently-reading classics short-stories
4652,"Devoured (Devoured, #1)",Emily Snow,3.94,33961,2012.0,eng,to-read fiction classics short-stories currently-reading
4656,"A Caress of Twilight (Merry Gentry, #2)",Laurell K. Hamilton,4.05,29980,2002.0,en-US,to-read fiction currently-reading john-irving owned
4657,The Manchurian Candidate (Movie Tie-In Edition),Richard Condon,4.09,19205,1959.0,en-US,to-read currently-reading fiction john-irving default
4659,"Nevermore (Maximum Ride, #8)",James Patterson,3.88,27982,2012.0,eng,fiction to-read favorites owned books-i-own
4660,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,4.18,19466,1993.0,eng,to-read fiction currently-reading john-irving owned
4662,"Simple Perfection (Rosemary Beach, #6; Perfection, #2)",Abbi Glines,4.25,35952,2013.0,eng,to-read classics currently-reading short-stories to-buy
4671,"Breath, Eyes, Memory",Edwidge Danticat,3.86,22123,1994.0,eng,classics favorites fiction classic books-i-own
4687,"The Seeing Stone (The Spiderwick Chronicles, #2)","Holly Black, Tony DiTerlizzi",3.87,29213,2000.0,eng,to-read fiction currently-reading favorites historical-fiction
4692,The Cellist of Sarajevo,Steven Galloway,4.02,20403,2008.0,eng,historical-fiction to-read fiction currently-reading historical
4796,Be Here Now,"Ram Dass, Richard Alpert",4.27,18275,1971.0,en-US,classics fiction to-read favorites classic
4799,"The Ruby Knight (The Elenium, #2)",David Eddings,3.96,24586,1990.0,eng,to-read classics fiction currently-reading favorites
4806,"The Bonehunters (Malazan Book of the Fallen, #6)",Steven Erikson,4.42,20359,2006.0,eng,to-read non-fiction science currently-reading nonfiction
4820,"Beauty's Release (Sleeping Beauty, #3)","A.N. Roquelaure, Anne Rice",3.71,22424,1985.0,eng,to-read history currently-reading non-fiction nonfiction
4830,"The Ruby Circle (Bloodlines, #6)",Richelle Mead,4.22,29260,2015.0,eng,to-read currently-reading fiction india favorites
4835,"Sang Pemimpi (Tetralogi Laskar Pelangi, #2)",Andrea Hirata,4.09,12998,2006.0,ind,to-read currently-reading fantasy fiction to-buy
4865,The Bridge of San Luis Rey,Thornton Wilder,3.8,22003,1927.0,en-US,non-fiction to-read self-improvement nonfiction personal-development
4866,White Nights,Fyodor Dostoyevsky,4.05,13405,1848.0,eng,to-read self-help non-fiction personal-development psychology
4894,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,Shakti Gawain,4.13,17811,1978.0,eng,to-read currently-reading non-fiction business self-help
4898,Katherine,"Anya Seton, Philippa Gregory",4.18,22577,1954.0,eng,to-read currently-reading business non-fiction strategy
4900,Where They Found Her,Kimberly McCreight,3.83,19429,2015.0,eng,to-read currently-reading classics fiction favorites
4909,"N is for Noose (Kinsey Millhone, #14)",Sue Grafton,3.97,24658,1998.0,eng,to-read non-fiction currently-reading memoir biography
4912,"Catch Me (Detective D.D. Warren, #6)",Lisa Gardner,4.17,21486,2012.0,eng,to-read non-fiction memoir currently-reading biography
4921,"Magic Rises (Kate Daniels, #6)",Ilona Andrews,4.49,29556,2013.0,eng,humor favorites humour classic owned
4929,"White Hot Kiss (The Dark Elements, #1)",Jennifer L. Armentrout,4.28,27848,2014.0,eng,to-read currently-reading favorites fiction magical-realism
4934,Mockingbird,Kathryn Erskine,4.18,21138,2010.0,eng,classics favorites russian literature russian-literature
4948,"The Whole Truth (A. Shaw, #1)",David Baldacci,4.0,19171,2008.0,eng,to-read childrens picture-books children-s-books currently-reading
4950,Out of the Easy,Ruta Sepetys,4.05,25913,2013.0,eng,to-read currently-reading fiction favorites owned
4952,"Midnight (Warriors: The New Prophecy, #1)",Erin Hunter,4.26,24650,2005.0,eng,to-read memoir historical-fiction nonfiction war
4953,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,4.2,19492,2014.0,eng,to-read currently-reading fiction favorites memoir
4965,"That Was Then, This Is Now",S.E. Hinton,3.89,22946,1971.0,en-US,to-read currently-reading historical-fiction favorites book-club
4978,Infinity Welcomes Careful Drivers (Red Dwarf #1),Grant Naylor,4.03,19773,1989.0,eng,to-read currently-reading horror favorites fantasy
4979,Coyote Blue,Christopher Moore,3.75,19901,1994.0,en-US,to-read non-fiction favorites currently-reading fiction
4980,فوضى الحواس,"أحلام مستغانمي, Ahlam Mosteghanemi",3.83,16337,1997.0,ara,to-read favorites classics science-fiction humor
4981,Orthodoxy,G.K. Chesterton,4.23,18303,1908.0,eng,to-read currently-reading classics fiction favorites
4983,The Heart of the Matter,Graham Greene,3.98,19149,1948.0,eng,to-read fiction currently-reading favorites classics
4984,"The Long Haul (Diary of a Wimpy Kid, #9)",Jeff Kinney,4.33,21822,2014.0,eng,to-read fiction currently-reading short-stories vonnegut
4985,"Talking to Dragons (Enchanted Forest Chronicles, #4)","Patricia C. Wrede, Peter de Sève",4.19,27948,1985.0,en-US,to-read currently-reading fiction short-stories favorites
4986,Sail,"James Patterson, Howard Roughan",3.8,20932,2008.0,eng,to-read fiction vonnegut humor favorites
4987,The Sleeper and the Spindle,"Neil Gaiman, Chris Riddell",3.9,20889,2014.0,eng,to-read fiction vonnegut currently-reading owned
4989,"Beauty's Punishment (Sleeping Beauty, #2)","A.N. Roquelaure, Anne Rice",3.62,20867,1984.0,en-US,to-read owned historical-fiction history currently-reading
5015,"Daughter of the Empire (The Empire Trilogy, #1)","Raymond E. Feist, Janny Wurts",4.24,24055,1987.0,eng,to-read fiction 1001-books contemporary contemporary-fiction
5038,Chopsticks,"Jessica Anthony, Rodrigo Corral",3.72,18375,2012.0,eng,to-read fantasy currently-reading sword-of-truth owned
5043,"Cockroaches (Harry Hole, #2)","Jo Nesbø, Don Bartlett",3.71,14717,1998.0,eng,historical-fiction to-read favorites fiction historical
5052,Mila 18,Leon Uris,4.27,19323,1961.0,eng,to-read fiction currently-reading thriller default
5053,Drawing from Memory,Allen Say,3.81,21137,2011.0,eng,to-read currently-reading historical-fiction mystery fiction
5055,Nightfall,"Isaac Asimov, Robert Silverberg",4.01,21683,1970.0,eng,to-read currently-reading fiction historical-fiction thriller
5062,Mr. Perfect,Linda Howard,4.07,24753,2000.0,eng,historical-fiction fiction to-read thriller historical
5064,"Waking Up Married (Waking Up, #1)",Mira Lyn Kelly,3.53,23812,2012.0,en-US,historical-fiction to-read fiction historical currently-reading
5084,The Sheltering Sky,Paul Bowles,3.92,16494,1949.0,eng,to-read memoir currently-reading non-fiction food
5091,Winter's Bone,Daniel Woodrell,3.92,18306,2006.0,eng,to-read fantasy fiction favorites horror
5093,"Sword Song (The Saxon Stories, #4)",Bernard Cornwell,4.28,17106,2007.0,en-US,to-read fantasy stephen-king currently-reading fiction
5094,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,Jessica Seinfeld,3.39,17837,2007.0,en-US,to-read currently-reading fantasy stephen-king fiction
5096,"Music of the Heart (Runaway Train, #1)",Katie Ashley,4.0,32013,2013.0,eng,to-read currently-reading fantasy stephen-king fiction
5107,"Seeds of Rebellion (Beyonders, #2)",Brandon Mull,4.25,20291,2012.0,eng,classics favorites fiction to-read classic
5113,"Locke & Key, Vol. 2: Head Games","Joe Hill, Gabriel Rodríguez",4.36,22505,2009.0,eng,to-read favorites fiction currently-reading classics
5114,"Ramona and Her Father (Ramona, #4)","Beverly Cleary, Alan Tiegreen",4.02,22181,1984.0,eng,to-read fiction classics short-stories owned
5129,"Hide (Detective D.D. Warren, #2)",Lisa Gardner,4.14,21892,2007.0,eng,to-read classics fiction favorites science-fiction
5130,Ayat-Ayat Cinta,Habiburrahman El-Shirazy,3.81,12345,2004.0,ind,to-read fiction classics favorites science-fiction
5139,"Wicked Business (Lizzy & Diesel, #2)",Janet Evanovich,3.76,24162,2012.0,eng,to-read chick-lit fiction books-i-own favorites
5148,"Angelfire (Angelfire, #1)",Courtney Allison Moulton,3.93,27704,2011.0,en-US,classics favorites young-adult to-read school
5157,A Virtuous Woman,Kaye Gibbons,3.67,21311,1989.0,eng,to-read fiction currently-reading oprah-s-book-club oprah
5158,"Tears of the Moon (Gallaghers of Ardmore / Irish Trilogy, #2)",Nora Roberts,4.19,24613,1999.0,en-US,to-read fiction oprah-s-book-club currently-reading oprah
5160,"The Sapphire Rose (The Elenium, #3)",David Eddings,3.98,23232,1991.0,eng,to-read currently-reading non-fiction biography memoir
5161,Did You Ever Have a Family,Bill Clegg,3.81,17129,2015.0,eng,to-read fiction currently-reading favorites books-i-own
5166,"Scarpetta (Kay Scarpetta, #16)",Patricia Cornwell,3.72,21975,2008.0,en-US,to-read currently-reading fiction favorites book-club
5167,"Darkness, Take My Hand (Kenzie & Gennaro, #2)",Dennis Lehane,4.17,19019,1996.0,eng,to-read historical-fiction fiction currently-reading favorites
5168,"Siege of Darkness (Forgotten Realms: Legacy of the Drow, #3; Legend of Drizzt, #9)",R.A. Salvatore,4.15,17410,1993.0,en-US,to-read fiction favorites chick-lit currently-reading
5171,"Portrait in Death (In Death, #16)",J.D. Robb,4.37,24958,2003.0,eng,to-read book-club mystery fiction favorites
5174,The Collector,Nora Roberts,3.92,15888,2014.0,eng,to-read fiction currently-reading favorites historical-fiction
5175,Sunshine,Robin McKinley,3.85,27918,2003.0,en-US,to-read fiction oprah-s-book-club oprah favorites
5176,"D is for Deadbeat (Kinsey Millhone, #4)",Sue Grafton,3.85,26075,1987.0,eng,to-read fiction currently-reading oprah-s-book-club books-i-own
5179,"Throne of Jade (Temeraire, #2)",Naomi Novik,3.89,23015,2006.0,eng,to-read fiction oprah-s-book-club books-i-own historical-fiction
5180,Mornings on Horseback,David McCullough,4.1,18321,1981.0,en-US,to-read fiction favorites oprah-s-book-club currently-reading
5181,"Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)","Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",4.25,22220,2006.0,eng,to-read fiction currently-reading oprah-s-book-club oprah
5182,London,Edward Rutherfurd,4.06,18902,1997.0,en-US,to-read fiction currently-reading oprah-s-book-club oprah
5186,"Off to Be the Wizard (Magic 2.0, #1)",Scott  Meyer,3.98,12885,2013.0,eng,to-read fiction currently-reading favorites haiti
5187,Nobody's Fool,Richard Russo,4.12,18392,1993.0,eng,to-read fiction currently-reading oprah-s-book-club favorites
5190,"Ceaseless (Existence Trilogy, #3)",Abbi Glines,4.2,27823,2012.0,eng,to-read fiction currently-reading chick-lit oprah-s-book-club
5191,The Cat's Table,Michael Ondaatje,3.59,16631,2011.0,eng,to-read fiction currently-reading books-i-own book-club
5196,"Find Her (Detective D.D. Warren, #8)",Lisa Gardner,4.12,15957,2016.0,eng,to-read currently-reading chick-lit favorites maeve-binchy
5197,"Frigid (Frigid, #1)","J. Lynn, Jennifer L. Armentrout",3.79,32611,2013.0,eng,to-read currently-reading fiction classics historical-fiction
5198,Of Love and Shadows,"Isabel Allende, Margaret Sayers Peden",3.96,15919,1984.0,eng,to-read currently-reading fiction favorites books-i-own
5204,"The Walking Dead, Vol. 04: The Heart's Desire","Robert Kirkman, Charlie Adlard, Cliff Rathburn",4.23,21488,2005.0,eng,to-read fiction favorites owned currently-reading
5205,"The Stonekeeper's Curse (Amulet, #2)",Kazu Kibuishi,4.33,21461,2009.0,eng,to-read fiction currently-reading books-i-own favorites
5211,Pay It Forward,Catherine Ryan Hyde,4.15,18220,1999.0,eng,to-read fiction favorites historical-fiction book-club
5246,"Raw (RAW Family, #1)",Belle Aurora,4.23,19180,2014.0,eng,classics fiction classic favorites to-read
5289,"Police (Harry Hole, #10)","Jo Nesbø, Don Bartlett",4.22,14495,2013.0,eng,to-read currently-reading classics fiction favorites
5296,The Chemist,Stephenie Meyer,3.69,25188,2016.0,eng,to-read classics plays currently-reading fiction
5297,"Empress Orchid (Empress Orchid, #1)",Anchee Min,3.87,17318,2003.0,en-US,to-read currently-reading classics favorites fiction
5306,"The Confusion (The Baroque Cycle, #2)",Neal Stephenson,4.24,17381,2004.0,en-US,to-read non-fiction travel classics memoir
5308,"Independent Study (The Testing, #2)",Joelle Charbonneau,3.97,20593,2014.0,eng,to-read classics fiction currently-reading classic
5326,"VALIS (VALIS Trilogy, #1)",Philip K. Dick,3.94,17305,1981.0,eng,to-read classics currently-reading fiction favorites
5338,"This World We Live In (Last Survivors, #3)",Susan Beth Pfeffer,3.81,23711,2010.0,en-US,to-read classics fiction currently-reading christmas
5344,"A Game of Thrones: Comic Book, Issue 1","Daniel Abraham, George R.R. Martin, Tommy Patterson",4.65,18667,2011.0,eng,to-read classics currently-reading fiction classic
5345,"White Cat (Curse Workers, #1)",Holly Black,3.81,29444,2010.0,eng,to-read currently-reading non-fiction grisham true-crime
5346,Where I'm Calling From: New and Selected Stories,Raymond Carver,4.42,16617,1988.0,en-US,to-read fiction john-grisham currently-reading mystery
5347,"Something Rotten (Thursday Next, #4)",Jasper Fforde,4.15,24526,2004.0,eng,to-read fiction john-grisham currently-reading sports
5348,"The Land of Painted Caves (Earth's Children, #6)",Jean M. Auel,3.24,19300,2011.0,eng,to-read currently-reading john-grisham fiction default
5349,Autobiography of a Face,Lucy Grealy,3.96,18982,1994.0,en-GB,fiction to-read thriller mystery grisham
5350,Vanishing Girls,Lauren Oliver,3.59,19508,2015.0,en-CA,to-read fiction john-grisham thriller mystery
5352,"Darke (Septimus Heap, #6)","Angie Sage, Mark Zug",4.23,21322,2011.0,eng,to-read fiction john-grisham currently-reading mystery
5354,The Thin Man,Dashiell Hammett,3.97,20535,1934.0,eng,to-read fiction john-grisham currently-reading thriller
5355,Trading Up,Candace Bushnell,3.2,15604,2003.0,eng,to-read fiction john-grisham currently-reading mystery
5356,"The Uplift War (The Uplift Saga, #3)",David Brin,4.06,20217,1987.0,en-US,to-read fiction john-grisham currently-reading mystery
5357,"Rage of a Demon King (The Serpentwar Saga, #3)",Raymond E. Feist,4.02,19206,1997.0,en-US,to-read fiction christmas john-grisham humor
5358,Lucky Jim,"Kingsley Amis, David Lodge",3.79,17448,1954.0,eng,to-read fiction thriller mystery currently-reading
5359,"A Faint Cold Fear (Grant County, #3)",Karin Slaughter,4.12,18827,2003.0,en-US,to-read fiction john-grisham mystery thriller
5360,"The Rose Society (The Young Elites, #2)",Marie Lu,4.11,27655,2015.0,eng,to-read fiction john-grisham currently-reading favorites
